Book,Chapter,Verse,Original XML Text,SQLite Text,Reason for Change,Evidence from Official Source
Luke,19,41,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,19,42,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,19,48,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,20,42,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,20,43,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,22,1,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,22,63,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,22,64,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,23,1,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,23,17,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,23,44,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,23,45,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,23,53,అతడు ఆ దేహాన్ని సిలువ నుండి క్రిందికి దింపి ఒక విలువైన బట్టలో చుట్టాడు. ఆ తర్వాత దాన్ని తీసుకెళ్ళి యిదివరకు ఎవర్నీ పెట్టని ఒక సమాధిలో ఉంచాడు. ఆ సమాధి పెద్దరాయి  మలచి సిద్ధం చేయబడి ఉంది.,అతడు ఆ దేహాన్ని సిలువ నుండి క్రిందికి దింపి ఒక విలువైన బట్టలో చుట్టాడు. ఆ తర్వాత దాన్ని తీసుకెళ్ళి యిదివరకు ఎవర్నీ పెట్టని ఒక సమాధిలో ఉంచాడు. ఆ సమాధి పెద్దరాయి మలచి సిద్ధం చేయబడి ఉంది.,Whitespace normalization,Derived from normalization rule (spacing normalization)
Luke,24,6,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,24,7,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,24,9,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
Luke,24,10,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,1,1,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,1,15,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,1,23,యోహాను యిలా సమాధానం చెప్పాడు: “ప్రభువు కోసం చక్కటి మార్గం వేయుమని ఎడారి ప్రాంతాల్లో ఒక స్వరం ఎలుగెత్తి పలికింది.”  యెషయా 40:3 ఇవి యెషయా ప్రవక్త అన్న మాటలు.,యోహాను యిలా సమాధానం చెప్పాడు: “ప్రభువు కోసం చక్కటి మార్గం వేయుమని ఎడారి ప్రాంతాల్లో ఒక స్వరం ఎలుగెత్తి పలికింది.” యెషయా 40:3 ఇవి యెషయా ప్రవక్త అన్న మాటలు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,1,39,"యేసు, “వచ్చి చూడండి” అని సమాధానం చెప్పాడు. వాళ్ళు వెళ్ళి ఆయనెక్కడ ఉంటున్నాడో చూసారు.  ఆ రోజు ఆయనతో గడిపారు. అప్పుడు సుమారు సాయంకాలం నాలుగు గంటలు అయింది.","యేసు, “వచ్చి చూడండి” అని సమాధానం చెప్పాడు. వాళ్ళు వెళ్ళి ఆయనెక్కడ ఉంటున్నాడో చూసారు. ఆ రోజు ఆయనతో గడిపారు. అప్పుడు సుమారు సాయంకాలం నాలుగు గంటలు అయింది.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,1,48,"“మీకు నేనెలా తెలుసు?” అని నతనయేలు అడిగాడు. యేసు, “ఫిలిప్పు నిన్ను  పిలువక ముందే, నీవు అంజూరపు చెట్టు క్రింద ఉన్నప్పుడే నిన్ను చూసాను” అని అన్నాడు.","“మీకు నేనెలా తెలుసు?” అని నతనయేలు అడిగాడు. యేసు, “ఫిలిప్పు నిన్ను పిలువక ముందే, నీవు అంజూరపు చెట్టు క్రింద ఉన్నప్పుడే నిన్ను చూసాను” అని అన్నాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,2,15,"త్రాళ్ళతో ఒక కొరడా చేసి అందర్ని ఆ మందిరావరణం నుండి తరిమి  వేసాడు. ఎద్దుల్ని , గొఱ్ఱెల్ని తరిమేసి, డబ్బులు మారుస్తున్న వాళ్ళ డబ్బును క్రింద చల్లి వాళ్ళ బల్లల్ని తల క్రిందులుగా చేసివేసాడు.","త్రాళ్ళతో ఒక కొరడా చేసి అందర్ని ఆ మందిరావరణం నుండి తరిమి వేసాడు. ఎద్దుల్ని , గొఱ్ఱెల్ని తరిమేసి, డబ్బులు మారుస్తున్న వాళ్ళ డబ్బును క్రింద చల్లి వాళ్ళ బల్లల్ని తల క్రిందులుగా చేసివేసాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,2,17,ఆయన శిష్యులు లేఖనాల్లో  వ్రాయబడిన ఈ విషయ జ్ఞాపకం చేసుకొన్నారు: “నీ యింటిపై నాకున్న ఆశ నన్ను దహించి వేస్తుంది”  కీర్తన 69:9,ఆయన శిష్యులు లేఖనాల్లో వ్రాయబడిన ఈ విషయ జ్ఞాపకం చేసుకొన్నారు: “నీ యింటిపై నాకున్న ఆశ నన్ను దహించి వేస్తుంది” కీర్తన 69:9,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,2,22,"ఆయన బ్రతికింపబడ్డాక, ఆయన శిష్యులకు ఆయన చెప్పింది జ్ఞాపకం వచ్చింది.  అప్పుడు వాళ్ళు గ్రంథాల్లో వ్రాయబడిన వాటిని, యేసు చెప్పిన వాటిని విశ్వసించారు.","ఆయన బ్రతికింపబడ్డాక, ఆయన శిష్యులకు ఆయన చెప్పింది జ్ఞాపకం వచ్చింది. అప్పుడు వాళ్ళు గ్రంథాల్లో వ్రాయబడిన వాటిని, యేసు చెప్పిన వాటిని విశ్వసించారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,2,24,కాని ఆయనకు మానవ స్వాభావము తెలుసు. కనుక తనను  తాను వాళ్ళకు అప్పగించుకోలేదు.,కాని ఆయనకు మానవ స్వాభావము తెలుసు. కనుక తనను తాను వాళ్ళకు అప్పగించుకోలేదు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,3,4,"నికోదేము, “కాని ఒక వ్యక్తి వృద్దుడయ్యాక తిరిగి ఏవిధంగా జన్మిస్తాడు? మళ్ళీ జన్మించటానికి  తల్లిగర్భంలోనికి రెండవ సారి ప్రవేశించలేము కాదా!” అని అడిగాడు.","నికోదేము, “కాని ఒక వ్యక్తి వృద్దుడయ్యాక తిరిగి ఏవిధంగా జన్మిస్తాడు? మళ్ళీ జన్మించటానికి తల్లిగర్భంలోనికి రెండవ సారి ప్రవేశించలేము కాదా!” అని అడిగాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,3,11,ఇది నిజం. మేము మాకు తెలసిన విషయాలు చెబుతున్నాము. చూసిన వాటికి  సాక్ష్యం చెబుతున్నాము.  అయినా మీరు మేము చెబుతున్న వాటిని అంగీకరించరు.,ఇది నిజం. మేము మాకు తెలసిన విషయాలు చెబుతున్నాము. చూసిన వాటికి సాక్ష్యం చెబుతున్నాము. అయినా మీరు మేము చెబుతున్న వాటిని అంగీకరించరు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,3,13,పరము నుండి  వచ్చిన మనుష్యకుమారుడు తప్ప పరమునకు ఎవ్వరూ ఎప్పుడూ వెళ్ళలేదు.,పరము నుండి వచ్చిన మనుష్యకుమారుడు తప్ప పరమునకు ఎవ్వరూ ఎప్పుడూ వెళ్ళలేదు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,3,14,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,3,15,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,3,24,ఇది యోహానును  కారాగారంలో వెయకముందు జరిగిన సంఘటన.,ఇది యోహానును కారాగారంలో వెయకముందు జరిగిన సంఘటన.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,3,29,పెళ్ళి కూతురు  పెళ్ళి కుమారుని సొత్తు. కాని పెళ్ళి కుమారుని స్నేహితుడు పెళ్ళికుమారుని మాట వినాలని కాచుకొని ఉంటాడు. అతని స్వరం వినిపించగానే ఆనందిస్తాడు. నాదీ అలాంటి ఆనందమే. ఆ ఆనందం నాకిప్పుడు సంపూర్ణంగా కలిగింది.,పెళ్ళి కూతురు పెళ్ళి కుమారుని సొత్తు. కాని పెళ్ళి కుమారుని స్నేహితుడు పెళ్ళికుమారుని మాట వినాలని కాచుకొని ఉంటాడు. అతని స్వరం వినిపించగానే ఆనందిస్తాడు. నాదీ అలాంటి ఆనందమే. ఆ ఆనందం నాకిప్పుడు సంపూర్ణంగా కలిగింది.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,3,31,“పై నుండి  వచ్చినవాడు అందరికన్నా గొప్పవాడు. ఈ ప్రపంచంలో పుట్టినవాడు ఈ ప్రపంచానికి చెందుతాడు. అలాంటి వాడు ప్రాపంచిక విషయాల్ని గురించి మాట్లాడుతాడు. పరలోకం నుండి  వచ్చినవాడు  అందరికన్నా గొప్పవాడు.,“పై నుండి వచ్చినవాడు అందరికన్నా గొప్పవాడు. ఈ ప్రపంచంలో పుట్టినవాడు ఈ ప్రపంచానికి చెందుతాడు. అలాంటి వాడు ప్రాపంచిక విషయాల్ని గురించి మాట్లాడుతాడు. పరలోకం నుండి వచ్చినవాడు అందరికన్నా గొప్పవాడు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,3,34,ఎందుకంటే దేవుడు పంపిన వాడు దేవుడు చెప్పిన మాటలు చెబుతాడు. ఆయనకు దేవుడు పవిత్రాత్మను  అపరిమితంగా ఇస్తాడు.,ఎందుకంటే దేవుడు పంపిన వాడు దేవుడు చెప్పిన మాటలు చెబుతాడు. ఆయనకు దేవుడు పవిత్రాత్మను అపరిమితంగా ఇస్తాడు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,3,36,ఆ కుమారుణ్ణి నమ్మిన ప్రతి ఒక్కడూ అనంత జీవితం పొందుతాడు.  కాని ఆ కుమారుణ్ణి తృణీకరించినవాడు అనంత జీవీతం పొందులేడు. దేవుని కోపం నుండి ఎవడూ తప్పించుకోలేడు” అని అన్నాడు.,ఆ కుమారుణ్ణి నమ్మిన ప్రతి ఒక్కడూ అనంత జీవితం పొందుతాడు. కాని ఆ కుమారుణ్ణి తృణీకరించినవాడు అనంత జీవీతం పొందులేడు. దేవుని కోపం నుండి ఎవడూ తప్పించుకోలేడు” అని అన్నాడు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,4,22,మీ సమరయ దేశస్థులు తెలియనిదాన్ని ఆరాదిస్తారు. రక్షణయూదుల నుండి రానున్నది కనుక మేము మాకు  తెలిసిన దాన్ని ఆరాధిస్తాము.,మీ సమరయ దేశస్థులు తెలియనిదాన్ని ఆరాదిస్తారు. రక్షణయూదుల నుండి రానున్నది కనుక మేము మాకు తెలిసిన దాన్ని ఆరాధిస్తాము.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,5,36,“నా దగ్గర యోహాను సాక్ష్యాని కన్నా గొప్ప సాక్ష్యం ఉంది. పూర్తి చెయ్యమని  తండ్రి నాకు అప్పగించిన కార్యాల్ని నేను పూర్తి చేస్తున్నాను. ఈ కార్యాలు తండ్రి నన్ను పంపాడని నిరూపిస్తాయి.,“నా దగ్గర యోహాను సాక్ష్యాని కన్నా గొప్ప సాక్ష్యం ఉంది. పూర్తి చెయ్యమని తండ్రి నాకు అప్పగించిన కార్యాల్ని నేను పూర్తి చేస్తున్నాను. ఈ కార్యాలు తండ్రి నన్ను పంపాడని నిరూపిస్తాయి.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,5,37,నన్ను పంపిన తండ్రి స్వయంగా నన్ను  గురించి చెప్పాడు. మీరాయన స్వరం ఎన్నడూ వినలేదు. ఆయన రూపాన్ని ఎప్పుడూ చూడలేదు.,నన్ను పంపిన తండ్రి స్వయంగా నన్ను గురించి చెప్పాడు. మీరాయన స్వరం ఎన్నడూ వినలేదు. ఆయన రూపాన్ని ఎప్పుడూ చూడలేదు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,5,38,"అంతే కాక ఆయన పంపిన  వాణ్ణీ మీరు నమ్మటంలేదు. కనుక, ఆయన బోధనలు మీ మనస్సులో నివసించటంలేదు.","అంతే కాక ఆయన పంపిన వాణ్ణీ మీరు నమ్మటంలేదు. కనుక, ఆయన బోధనలు మీ మనస్సులో నివసించటంలేదు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,6,19,"మూడు నాలుగుమైళ్ళ దూరందాకా తెడ్లు వేసాక, యేసు నీళ్ళ పై నడుస్తూ పడవ దగ్గరకు రావటం వాళ్ళు చూసారు.  వాళ్ళకు బాగా భయం వేసింది.","మూడు నాలుగుమైళ్ళ దూరందాకా తెడ్లు వేసాక, యేసు నీళ్ళ పై నడుస్తూ పడవ దగ్గరకు రావటం వాళ్ళు చూసారు. వాళ్ళకు బాగా భయం వేసింది.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,6,23,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,6,24,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,6,33,ఆ జీవాహారం పరలోకం నుండి  దిగి వచ్చిన క్రీస్తే. ఆయన లోకానికి జీవాన్నిస్తాడు” అని అన్నాడు.,ఆ జీవాహారం పరలోకం నుండి దిగి వచ్చిన క్రీస్తే. ఆయన లోకానికి జీవాన్నిస్తాడు” అని అన్నాడు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,6,39,నన్ను పంపిన వాని కోరిక యిది: నా కప్పగింపబడిన వాళ్ళను  నేను పోగొట్టు కోరాదు. వాళ్ళను చివరి రోజు బ్రతికించాలి.,నన్ను పంపిన వాని కోరిక యిది: నా కప్పగింపబడిన వాళ్ళను నేను పోగొట్టు కోరాదు. వాళ్ళను చివరి రోజు బ్రతికించాలి.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,7,16,"యేసు, “నేను బోధించేవి నావి కావు.  అవి నన్ను పంపిన దేవునివి.","యేసు, “నేను బోధించేవి నావి కావు. అవి నన్ను పంపిన దేవునివి.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,7,33,"కనుక యేసు ప్రజలతో, “నేను మీతో కొద్దికాలమే  ఉంటాను. ఆ తర్వాత నన్ను పంపిన వాని దగ్గరకు వెళ్తాను.","కనుక యేసు ప్రజలతో, “నేను మీతో కొద్దికాలమే ఉంటాను. ఆ తర్వాత నన్ను పంపిన వాని దగ్గరకు వెళ్తాను.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,7,45,"చివరకు భటులు ప్రధానయాజకుల దగ్గరకు, పరిసయ్యుల దగ్గరకు తిరిగి వెళ్ళిపొయ్యారు. వాళ్ళు  ఆ భటుల్ని, “అతణ్ణెందుకు పిలుచుకొని రాలేదు?” అని అడిగారు.","చివరకు భటులు ప్రధానయాజకుల దగ్గరకు, పరిసయ్యుల దగ్గరకు తిరిగి వెళ్ళిపొయ్యారు. వాళ్ళు ఆ భటుల్ని, “అతణ్ణెందుకు పిలుచుకొని రాలేదు?” అని అడిగారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,8,11,“లేదు ప్రభూ!” అని ఆమె అన్నది. “నేను కూడా శిక్ష విధించను. వెళ్ళు!  ఇకనుండి పాపం చెయ్యకు!” అని అన్నాడు.,“లేదు ప్రభూ!” అని ఆమె అన్నది. “నేను కూడా శిక్ష విధించను. వెళ్ళు! ఇకనుండి పాపం చెయ్యకు!” అని అన్నాడు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,8,28,"అందువలన యేసు వాళ్ళతో,”మనుష్యకుమారుణ్ణి పైకి లేపినప్పుడు ఆయన నేనేనని మీరు తెలుసుకుంటారు. అంతేకాక స్వతహాగా నేను ఏమీ చెయ్యనని, నా తండ్రి  బోధించిన వాటిని మాత్రమే  చెబుతానని తెలుసుకుంటారు.","అందువలన యేసు వాళ్ళతో,”మనుష్యకుమారుణ్ణి పైకి లేపినప్పుడు ఆయన నేనేనని మీరు తెలుసుకుంటారు. అంతేకాక స్వతహాగా నేను ఏమీ చెయ్యనని, నా తండ్రి బోధించిన వాటిని మాత్రమే చెబుతానని తెలుసుకుంటారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,8,29,నన్ను పంపిన వాడు నాతో ఉన్నాడు. నేను  అన్ని వేళలా ఆయనకు యిష్టమైనవే చేస్తాను. కనుక ఆయన నన్ను ఒంటరిగా వదిలి వేయడు” అని అన్నాడు.,నన్ను పంపిన వాడు నాతో ఉన్నాడు. నేను అన్ని వేళలా ఆయనకు యిష్టమైనవే చేస్తాను. కనుక ఆయన నన్ను ఒంటరిగా వదిలి వేయడు” అని అన్నాడు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,8,40,నేను చేసిందల్లా దేవుని  నుండి విన్న సత్యాన్ని చెప్పటమే! దానికి మీరు నన్ను చంపాలని ప్రయత్నిస్తున్నారు. అబ్రాహాము మీలా ప్రవర్తించలేదు.,నేను చేసిందల్లా దేవుని నుండి విన్న సత్యాన్ని చెప్పటమే! దానికి మీరు నన్ను చంపాలని ప్రయత్నిస్తున్నారు. అబ్రాహాము మీలా ప్రవర్తించలేదు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,8,44,మీరు సైతానుకు చెందిన వాళ్ళు. వాడే మీ తండ్రి.  మీ తండ్రి కోరికల్ని తీర్చడమే మీ అభిలాష. వాడు మొదటి నుండి హంతకుడు. వాడు సత్యాన్ని అనుసరించడు. వాడిలో సత్యమనేది లేదు. అబద్ధమాడటం వాడి ప్రకృతి. కనుక వాడు అన్ని వేళలా అబద్ధమాడు తాడు. వాడు అబద్ధానికి తండ్రి.,మీరు సైతానుకు చెందిన వాళ్ళు. వాడే మీ తండ్రి. మీ తండ్రి కోరికల్ని తీర్చడమే మీ అభిలాష. వాడు మొదటి నుండి హంతకుడు. వాడు సత్యాన్ని అనుసరించడు. వాడిలో సత్యమనేది లేదు. అబద్ధమాడటం వాడి ప్రకృతి. కనుక వాడు అన్ని వేళలా అబద్ధమాడు తాడు. వాడు అబద్ధానికి తండ్రి.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,8,54,"యేసు, “నన్ను నేను పొగుడుకుంటే ఆ పొగడ్తకు అర్థం లేదు. నన్ను పొగిడేవాడు నా తండ్రి.  ఆయన మీ దేవుడని మీరే అంటున్నారు.","యేసు, “నన్ను నేను పొగుడుకుంటే ఆ పొగడ్తకు అర్థం లేదు. నన్ను పొగిడేవాడు నా తండ్రి. ఆయన మీ దేవుడని మీరే అంటున్నారు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,8,55,"ఆయన మీకు తెలియదు. కాని నాకాయన తెలుసు. ఆయన నాకు తెలియదని అంటే, నేను  మీలాగే అబద్ధాలాడినట్లవుతుంది. కాని ఆయన నాకు తెలుసు. ఆయన మాట నేను పాటిస్తాను.","ఆయన మీకు తెలియదు. కాని నాకాయన తెలుసు. ఆయన నాకు తెలియదని అంటే, నేను మీలాగే అబద్ధాలాడినట్లవుతుంది. కాని ఆయన నాకు తెలుసు. ఆయన మాట నేను పాటిస్తాను.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,9,9,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,9,21,కాని అతడు ఇప్పుడేవిధంగా చూడగలుగు తున్నాడో. అతనికి దృష్టి ఎవరిచ్చారో మాకు తెలియదు. అతణ్ణే అడగండి! తనను  గురించి సమాధానం చెప్పుకోగల వయస్సు అతనికి ఉంది” అని అన్నారు.,కాని అతడు ఇప్పుడేవిధంగా చూడగలుగు తున్నాడో. అతనికి దృష్టి ఎవరిచ్చారో మాకు తెలియదు. అతణ్ణే అడగండి! తనను గురించి సమాధానం చెప్పుకోగల వయస్సు అతనికి ఉంది” అని అన్నారు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,10,14,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,10,15,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,10,29,వాటిని  నాకిచ్చిన నా తండ్రి అందరి కన్నా గొప్పవాడు. నా తండ్రి అండనుండి వాటిని ఎవ్వరూ తీసుకొని పోలేరు.,వాటిని నాకిచ్చిన నా తండ్రి అందరి కన్నా గొప్పవాడు. నా తండ్రి అండనుండి వాటిని ఎవ్వరూ తీసుకొని పోలేరు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,10,38,"నేను నా తండ్రి కార్యాన్ని చేసాను. కనుక మరి నన్ను విశ్వసించకపోయినా కనీసం నా కార్యన్ని విశ్వసించండి. అలా చేస్తే  నా తండ్రి నాలో ఉన్నాడని, నేను నా తండ్రిలో ఉన్నానని మీకు స్పష్టంగా తెలిసిపోతుంది.”","నేను నా తండ్రి కార్యాన్ని చేసాను. కనుక మరి నన్ను విశ్వసించకపోయినా కనీసం నా కార్యన్ని విశ్వసించండి. అలా చేస్తే నా తండ్రి నాలో ఉన్నాడని, నేను నా తండ్రిలో ఉన్నానని మీకు స్పష్టంగా తెలిసిపోతుంది.”",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,11,9,"యేసు, “దినానికి పన్నెండు గంటలు వెలుతురుంటుంది. పగటి వేళ  నడిచేవాడు ప్రపంచం యొక్క వెలుగు చూస్తుంటాడు. కనుక క్రిందపడడు.","యేసు, “దినానికి పన్నెండు గంటలు వెలుతురుంటుంది. పగటి వేళ నడిచేవాడు ప్రపంచం యొక్క వెలుగు చూస్తుంటాడు. కనుక క్రిందపడడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,11,27,"ఆమె, “నమ్ముతున్నాను ప్రభూ! మీరు క్రీస్తు అని, ఈ ప్రపంచంలోకి వచ్చిన దేవుని కుమారుడవని  నమ్ముతున్నాను” అని అన్నది.","ఆమె, “నమ్ముతున్నాను ప్రభూ! మీరు క్రీస్తు అని, ఈ ప్రపంచంలోకి వచ్చిన దేవుని కుమారుడవని నమ్ముతున్నాను” అని అన్నది.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,11,29,మరియ యిది విని వెంటనే లేచి ఆయన దగ్గరకు  వెళ్ళింది.,మరియ యిది విని వెంటనే లేచి ఆయన దగ్గరకు వెళ్ళింది.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,11,31,మరియ యింట్లో ఆమెను ఓదారుస్తున్న యూదులు ఆమె హడావుడిగా లేచి బయటకు వెళ్ళటం చూసారు. ఆమె దుఃఖించటానికి సమాధి దగ్గరకు వెళ్తోందిని ఆమె  వెంట వెళ్ళారు.,మరియ యింట్లో ఆమెను ఓదారుస్తున్న యూదులు ఆమె హడావుడిగా లేచి బయటకు వెళ్ళటం చూసారు. ఆమె దుఃఖించటానికి సమాధి దగ్గరకు వెళ్తోందిని ఆమె వెంట వెళ్ళారు.,Whitespace normalization,Derived from normalization rule (spacing normalization)
John,11,32,"మరియ యేసు ఉన్న చోటికి  వెళ్ళి ఆయన్ని చూసి, కాళ్ళ ముందుపడి, “ప్రభూ! మీరిక్కడ ఉండి ఉంటే నా సోదరుడు చనిపోయేవాడు కాదు!” అని అన్నది.","మరియ యేసు ఉన్న చోటికి వెళ్ళి ఆయన్ని చూసి, కాళ్ళ ముందుపడి, “ప్రభూ! మీరిక్కడ ఉండి ఉంటే నా సోదరుడు చనిపోయేవాడు కాదు!” అని అన్నది.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,11,42,"నా మాటలు అన్ని వేళలా  వింటావని నాకు తెలుసు. నీవు నన్ను పంపించినట్లు వీళ్ళు నమ్మాలని, వీళ్ళకు అర్థం కావాలాని అక్కడ నిలుచున్న వాళ్ళ మంచి కోసం యిలా అంటున్నాను” అని అన్నాడు.","నా మాటలు అన్ని వేళలా వింటావని నాకు తెలుసు. నీవు నన్ను పంపించినట్లు వీళ్ళు నమ్మాలని, వీళ్ళకు అర్థం కావాలాని అక్కడ నిలుచున్న వాళ్ళ మంచి కోసం యిలా అంటున్నాను” అని అన్నాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,11,44,"చినిపోయిన వాడు వెలుపలికి వచ్చాడు. అతని కాళ్ళు చేతులు వస్త్రాలతో  చుట్టబడి ఉన్నయి. అతని ముఖం మీద కూడా ఒక గుడ్డ కట్టబడి ఉంది. యేసు వాళ్ళతో, “సమాధి దుస్తుల్ని తీసి వేయండి, అతణ్ణి  వెళ్ళనివ్వండి!” అని అన్నాడు.","చినిపోయిన వాడు వెలుపలికి వచ్చాడు. అతని కాళ్ళు చేతులు వస్త్రాలతో చుట్టబడి ఉన్నయి. అతని ముఖం మీద కూడా ఒక గుడ్డ కట్టబడి ఉంది. యేసు వాళ్ళతో, “సమాధి దుస్తుల్ని తీసి వేయండి, అతణ్ణి వెళ్ళనివ్వండి!” అని అన్నాడు.",Whitespace normalization,Derived from normalization rule (spacing normalization)
John,11,51,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,11,52,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,12,4,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
John,12,5,[This verse may not be a part of this translation],ఈ వచనం ఈ అనువాదంలో లేదు,Placeholder standardization for omitted verses,Verified against publisher notation style for non-extant verses
